Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,11,1,1,0
CLASSES,0.9,0.9,0.9,0.9,9,1,1,-
PROPERTIES,1.0,1.0,1.0,1.0,2,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
