Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.45454545454545453,0.5263157894736842,0.5263157894736842,0.4878048780487805,10,12,9,0
CLASSES,0.75,0.6428571428571429,0.6428571428571429,0.6923076923076924,9,3,5,-
PROPERTIES,0.1,0.2,0.2,0.13333333333333333,1,9,4,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
