Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,1.0,0.6666666666666666,0.6666666666666666,0.8,8,0,4,0
CLASSES,1.0,0.8,0.8,0.888888888888889,8,0,2,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
