Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7,0.9333333333333333,0.9333333333333333,0.8,14,6,1,0
CLASSES,0.7777777777777778,0.9333333333333333,0.9333333333333333,0.8484848484848485,14,4,1,-
PROPERTIES,0.0,0.0,0.0,NaN,0,2,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
