Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8333333333333334,0.7142857142857143,0.7142857142857143,0.7692307692307692,5,1,2,0
CLASSES,0.8,0.6666666666666666,0.6666666666666666,0.7272727272727272,4,1,2,-
PROPERTIES,1.0,1.0,1.0,1.0,1,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
