Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8571428571428571,0.6,0.6,0.7058823529411764,6,1,4,0
CLASSES,1.0,0.6,0.6,0.7499999999999999,6,0,4,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
