Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5294117647058824,0.6,0.6,0.5625,9,8,6,0
CLASSES,0.6153846153846154,0.7272727272727273,0.7272727272727273,0.6666666666666667,8,5,3,-
PROPERTIES,0.25,0.25,0.25,0.25,1,3,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
