Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6666666666666666,0.375,0.375,0.4800000000000001,6,3,10,0
CLASSES,0.8,0.4,0.4,0.5333333333333333,4,1,6,-
PROPERTIES,0.5,0.3333333333333333,0.3333333333333333,0.4,2,2,4,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
