Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7058823529411765,0.8,0.8,0.7500000000000001,12,5,3,0
CLASSES,0.6666666666666666,0.9090909090909091,0.9090909090909091,0.7692307692307692,10,5,1,-
PROPERTIES,1.0,0.5,0.5,0.6666666666666666,2,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
