Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.75,0.75,0.75,0.75,9,3,3,0
CLASSES,0.8181818181818182,0.9,0.9,0.8571428571428572,9,2,1,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
