Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7,0.6363636363636364,0.6363636363636364,0.6666666666666666,7,3,4,0
CLASSES,0.75,0.75,0.75,0.75,6,2,2,-
PROPERTIES,0.5,0.3333333333333333,0.3333333333333333,0.4,1,1,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
