Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.75,0.5217391304347826,0.5217391304347826,0.6153846153846153,12,4,11,0
CLASSES,0.75,0.631578947368421,0.631578947368421,0.6857142857142857,12,4,7,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,4,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
