Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5,0.48,0.48,0.4897959183673469,12,12,13,0
CLASSES,0.6111111111111112,0.4782608695652174,0.4782608695652174,0.5365853658536586,11,7,12,-
PROPERTIES,0.16666666666666666,0.5,0.5,0.25,1,5,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
