Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.782608695652174,0.72,0.72,0.7499999999999999,18,5,7,0
CLASSES,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,18,5,5,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
