Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6551724137931034,0.76,0.76,0.7037037037037037,19,10,6,0
CLASSES,0.68,0.7391304347826086,0.7391304347826086,0.7083333333333334,17,8,6,-
PROPERTIES,0.5,1.0,1.0,0.6666666666666666,2,2,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
