Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7333333333333333,0.6470588235294118,0.6470588235294118,0.6875,11,4,6,0
CLASSES,0.6923076923076923,0.6428571428571429,0.6428571428571429,0.6666666666666666,9,4,5,-
PROPERTIES,1.0,0.6666666666666666,0.6666666666666666,0.8,2,0,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
