Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8,0.5333333333333333,0.5333333333333333,0.64,8,2,7,0
CLASSES,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.761904761904762,8,1,4,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
