Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.5217391304347826,6,3,8,0
CLASSES,0.6666666666666666,0.46153846153846156,0.46153846153846156,0.5454545454545455,6,3,7,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
