Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8,0.5,0.5,0.6153846153846154,8,2,8,0
CLASSES,0.75,0.6,0.6,0.6666666666666665,6,2,4,-
PROPERTIES,1.0,0.3333333333333333,0.3333333333333333,0.5,2,0,4,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
