Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6470588235294118,0.4782608695652174,0.4782608695652174,0.55,11,6,12,0
CLASSES,0.6666666666666666,0.5263157894736842,0.5263157894736842,0.5882352941176471,10,5,9,-
PROPERTIES,0.5,0.25,0.25,0.3333333333333333,1,1,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
