Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6923076923076923,0.47368421052631576,0.47368421052631576,0.5625,9,4,10,0
CLASSES,0.6923076923076923,0.6428571428571429,0.6428571428571429,0.6666666666666666,9,4,5,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,5,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
