Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6190476190476191,0.65,0.65,0.6341463414634146,13,8,7,0
CLASSES,0.7222222222222222,0.65,0.65,0.6842105263157895,13,5,7,-
PROPERTIES,0.0,0.0,0.0,NaN,0,3,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
