Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6923076923076923,0.47368421052631576,0.47368421052631576,0.5625,9,4,10,0
CLASSES,0.6923076923076923,0.47368421052631576,0.47368421052631576,0.5625,9,4,10,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
