Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,1.0,0.7142857142857143,0.7142857142857143,0.8333333333333333,5,0,2,0
CLASSES,1.0,0.6666666666666666,0.6666666666666666,0.8,4,0,2,-
PROPERTIES,1.0,1.0,1.0,1.0,1,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
