Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8,0.5714285714285714,0.5714285714285714,0.6666666666666666,4,1,3,0
CLASSES,0.8,0.6666666666666666,0.6666666666666666,0.7272727272727272,4,1,2,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
