Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7857142857142857,0.6470588235294118,0.6470588235294118,0.7096774193548386,11,3,6,0
CLASSES,0.75,0.6428571428571429,0.6428571428571429,0.6923076923076924,9,3,5,-
PROPERTIES,1.0,0.6666666666666666,0.6666666666666666,0.8,2,0,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
