Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5454545454545454,0.375,0.375,0.4444444444444444,6,5,10,0
CLASSES,0.6666666666666666,0.4,0.4,0.5,4,2,6,-
PROPERTIES,0.4,0.3333333333333333,0.3333333333333333,0.3636363636363636,2,3,4,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
