Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8095238095238095,0.85,0.85,0.8292682926829269,17,4,3,0
CLASSES,0.8095238095238095,0.85,0.85,0.8292682926829269,17,4,3,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
