Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.38095238095238093,4,3,10,0
CLASSES,0.8,0.3076923076923077,0.3076923076923077,0.4444444444444444,4,1,9,-
PROPERTIES,0.0,0.0,0.0,NaN,0,2,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
