Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,1.0,0.6153846153846154,0.6153846153846154,0.761904761904762,8,0,5,0
CLASSES,1.0,1.0,1.0,1.0,8,0,0,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,5,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
