Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,7,10,10,0
CLASSES,0.4117647058823529,0.5,0.5,0.45161290322580644,7,10,7,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
