Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8461538461538461,0.9166666666666666,0.9166666666666666,0.8799999999999999,11,2,1,0
CLASSES,0.8181818181818182,0.9,0.9,0.8571428571428572,9,2,1,-
PROPERTIES,1.0,1.0,1.0,1.0,2,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
