Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6,0.5294117647058824,0.5294117647058824,0.5625,9,6,8,0
CLASSES,0.6363636363636364,0.5,0.5,0.56,7,4,7,-
PROPERTIES,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285715,2,2,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
