Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7894736842105263,0.75,0.75,0.7692307692307692,15,4,5,0
CLASSES,0.7894736842105263,0.75,0.75,0.7692307692307692,15,4,5,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
