Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.75,0.6,0.6,0.6666666666666665,9,3,6,0
CLASSES,0.7777777777777778,0.6363636363636364,0.6363636363636364,0.7000000000000001,7,2,4,-
PROPERTIES,0.6666666666666666,0.5,0.5,0.5714285714285715,2,1,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
