Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,1.0,0.8333333333333334,0.8333333333333334,0.9090909090909091,10,0,2,0
CLASSES,1.0,0.8,0.8,0.888888888888889,8,0,2,-
PROPERTIES,1.0,1.0,1.0,1.0,2,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
