Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8333333333333334,0.3125,0.3125,0.45454545454545453,5,1,11,0
CLASSES,0.8,0.4,0.4,0.5333333333333333,4,1,6,-
PROPERTIES,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857,1,0,5,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
