Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.36363636363636365,0.2857142857142857,0.2857142857142857,0.32,4,7,10,0
CLASSES,0.4,0.3076923076923077,0.3076923076923077,0.34782608695652173,4,6,9,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
