Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8695652173913043,10,1,2,0
CLASSES,0.9,0.9,0.9,0.9,9,1,1,-
PROPERTIES,1.0,0.5,0.5,0.6666666666666666,1,0,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
