Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.5925925925925926,8,4,7,0
CLASSES,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.6086956521739131,7,4,5,-
PROPERTIES,1.0,0.3333333333333333,0.3333333333333333,0.5,1,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
