Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6428571428571429,0.5294117647058824,0.5294117647058824,0.5806451612903226,9,5,8,0
CLASSES,0.875,0.5,0.5,0.6363636363636364,7,1,7,-
PROPERTIES,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444444,2,4,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
