Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8,0.5333333333333333,0.5333333333333333,0.64,8,2,7,0
CLASSES,0.875,0.6363636363636364,0.6363636363636364,0.7368421052631579,7,1,4,-
PROPERTIES,0.5,0.25,0.25,0.3333333333333333,1,1,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
