Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.0,0.0,0.0,NaN,0,10,15,0
CLASSES,0.0,0.0,0.0,NaN,0,0,11,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,4,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
