Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN",Total Runtime
ALL,0.9549783549783549,0.7275725593667546,0.2876949740034662,0.8259078996630476,0.9549783549783549,0.7275725593667546,0.2876949740034662,0.8259078996630476,1103,166,52,413,-
CLASSES,0.9566348655680833,0.7275725593667546,0.2876949740034662,0.8265267890595729,0.9566348655680833,0.7275725593667546,0.2876949740034662,0.8265267890595729,1103,166,50,413,-
PROPERTIES,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0,0,2,0,-
INSTANCES,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0,0,0,0,-
