Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5384615384615384,0.6363636363636364,0.6363636363636364,0.5833333333333334,7,6,4,0
CLASSES,0.6,0.75,0.75,0.6666666666666665,6,4,2,-
PROPERTIES,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
