Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.75,0.5454545454545454,0.5454545454545454,0.631578947368421,6,2,5,0
CLASSES,0.8571428571428571,0.75,0.75,0.7999999999999999,6,1,2,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
