Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9111584932480455,0.8456464379947229,0.5944540727902946,0.8771809784468012,1282,125,234,0
CLASSES,0.9124555160142349,0.8456464379947229,0.5944540727902946,0.8777815816501198,1282,123,234,-
PROPERTIES,0.0,0.0,0.0,NaN,0,2,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
