Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8571428571428571,0.6,0.6,0.7058823529411764,12,2,8,0
CLASSES,0.9230769230769231,0.6,0.6,0.7272727272727274,12,1,8,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
