Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5909090909090909,0.8666666666666667,0.8666666666666667,0.7027027027027029,13,9,2,0
CLASSES,0.7647058823529411,0.8666666666666667,0.8666666666666667,0.8125,13,4,2,-
PROPERTIES,0.0,0.0,0.0,NaN,0,5,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
