Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9333333333333333,0.7,0.7,0.8,14,1,6,0
CLASSES,0.9333333333333333,0.7,0.7,0.8,14,1,6,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
