Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9,0.6,0.6,0.7200000000000001,9,1,6,0
CLASSES,0.875,0.6363636363636364,0.6363636363636364,0.7368421052631579,7,1,4,-
PROPERTIES,1.0,0.5,0.5,0.6666666666666666,2,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
