Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,1.0,0.8571428571428571,0.8571428571428571,0.923076923076923,6,0,1,0
CLASSES,1.0,0.8333333333333334,0.8333333333333334,0.9090909090909091,5,0,1,-
PROPERTIES,1.0,1.0,1.0,1.0,1,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
