Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.625,0.3333333333333333,0.3333333333333333,0.43478260869565216,5,3,10,0
CLASSES,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,4,2,8,-
PROPERTIES,0.5,0.3333333333333333,0.3333333333333333,0.4,1,1,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
