Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.46153846153846156,0.6,0.6,0.5217391304347826,6,7,4,0
CLASSES,0.5,0.6,0.6,0.5454545454545454,6,6,4,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
