Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7142857142857143,0.45454545454545453,0.45454545454545453,0.5555555555555556,5,2,6,0
CLASSES,1.0,0.625,0.625,0.7692307692307693,5,0,3,-
PROPERTIES,0.0,0.0,0.0,NaN,0,2,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
