Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.689655172413793,10,4,5,0
CLASSES,0.8181818181818182,0.75,0.75,0.7826086956521738,9,2,3,-
PROPERTIES,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
