Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6428571428571429,0.36,0.36,0.4615384615384615,9,5,16,0
CLASSES,0.6666666666666666,0.34782608695652173,0.34782608695652173,0.4571428571428571,8,4,15,-
PROPERTIES,0.5,0.5,0.5,0.5,1,1,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
