Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9090909090909091,0.7692307692307693,0.7692307692307693,0.8333333333333333,10,1,3,0
CLASSES,0.8888888888888888,1.0,1.0,0.9411764705882353,8,1,0,-
PROPERTIES,1.0,0.4,0.4,0.5714285714285715,2,0,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
