Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.36363636363636365,0.4444444444444444,0.4444444444444444,0.39999999999999997,4,7,5,0
CLASSES,0.4,0.4444444444444444,0.4444444444444444,0.4210526315789474,4,6,5,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
