Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6923076923076923,0.5294117647058824,0.5294117647058824,0.5999999999999999,9,4,8,0
CLASSES,0.875,0.5,0.5,0.6363636363636364,7,1,7,-
PROPERTIES,0.4,0.6666666666666666,0.6666666666666666,0.5,2,3,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
