Track,Matcher,Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime(HH:MM:SS),BaseMatcher,Method
knowledgegraph,Paris_IncrementalMergeModelSizeAscending,ALL,0.7643026280343486,0.8385374210196656,0.5219533254355843,0.7997009495348313,0.7947787403418404,0.8840419298131389,0.5907795907795907,0.8370372653577043,13578,2281,3506,1781,51199,3692036460875,01:01:32,Paris,IncrementalMergeModelSizeAscending
knowledgegraph,Paris_IncrementalMergeModelSizeAscending,CLASSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49,7,-,-,Paris,IncrementalMergeModelSizeAscending
knowledgegraph,Paris_IncrementalMergeModelSizeAscending,PROPERTIES,0.846774272438249,0.5624522325350674,0.5624522325350674,0.6759311981506744,0.9122807017543859,0.574585635359116,0.574585635359116,0.7050847457627117,104,104,10,77,314,-,-,Paris,IncrementalMergeModelSizeAscending
knowledgegraph,Paris_IncrementalMergeModelSizeAscending,INSTANCES,0.7686243071126592,0.8456782939628221,0.5027289903225427,0.8053123278180195,0.7972309330808828,0.8906074426597924,0.5949713036348729,0.8413362472681861,13474,2177,3427,1655,50878,-,-,Paris,IncrementalMergeModelSizeAscending
knowledgegraph,AML_TransitivePairsWindowInstancesAscending,ALL,0.6333534353670294,0.18894210076826337,0.13133781065807076,0.29105625252319056,0.9078193832599118,0.5366885864965167,0.32634032634032634,0.6745775195384426,8243,1260,837,7116,13828,16354083166590,04:32:34,AML,TransitivePairsWindowInstancesAscending
knowledgegraph,AML_TransitivePairsWindowInstancesAscending,CLASSES,0.5818181818181818,0.2561904761904762,0.12,0.355739229259221,0.9230769230769231,0.24489795918367346,0.2857142857142857,0.3870967741935484,12,6,1,37,42,-,-,AML,TransitivePairsWindowInstancesAscending
knowledgegraph,AML_TransitivePairsWindowInstancesAscending,PROPERTIES,0.9510204081632653,0.2803828569037957,0.2803828569037957,0.43308285202591,0.8333333333333334,0.3314917127071823,0.3314917127071823,0.47430830039525695,60,60,12,121,120,-,-,AML,TransitivePairsWindowInstancesAscending
knowledgegraph,AML_TransitivePairsWindowInstancesAscending,INSTANCES,0.47428661336747374,0.18629899681821244,0.11675905507926765,0.2675175447731312,0.9083935519733185,0.5400885716174235,0.32631866630226836,0.6774166804841653,8171,1194,824,6958,13666,-,-,AML,TransitivePairsWindowInstancesAscending
knowledgegraph,ALOD2Vec_IncrementalMergeInstancesDescending,ALL,0.9004705807858819,0.7519274450713044,0.4451740410692565,0.8195223336955515,0.8989272422097351,0.8020053388892506,0.4731934731934732,0.8477049067510839,12318,1827,1385,3041,23443,3254360622215,00:54:14,ALOD2Vec,IncrementalMergeInstancesDescending
knowledgegraph,ALOD2Vec_IncrementalMergeInstancesDescending,CLASSES,0.9777777777777779,0.6735531135531135,0.1,0.7976417931048081,0.967741935483871,0.6122448979591837,0.09523809523809523,0.75,30,2,1,19,96,-,-,ALOD2Vec,IncrementalMergeInstancesDescending
knowledgegraph,ALOD2Vec_IncrementalMergeInstancesDescending,PROPERTIES,0.8863218390804597,0.9715781342449542,0.9715781342449542,0.9269938437138039,0.8613861386138614,0.9613259668508287,0.9613259668508287,0.9086161879895561,174,174,28,7,410,-,-,ALOD2Vec,IncrementalMergeInstancesDescending
knowledgegraph,ALOD2Vec_IncrementalMergeInstancesDescending,INSTANCES,0.9006825073003512,0.7487660938038244,0.39649422112034655,0.8177284485218401,0.8993318485523385,0.8007138607971446,0.45121617928395735,0.8471624881988882,12114,1651,1356,3015,22937,-,-,ALOD2Vec,IncrementalMergeInstancesDescending
knowledgegraph,ATBox_TransitivePairsFirstVsRestModelSizeDescending,ALL,0.8133176936825459,0.403942502288049,0.24506672326844914,0.539791879219895,0.8617123617123618,0.23328341688912038,0.14011914011914012,0.36716708510529283,3583,541,575,11776,8455,2408264881010,00:40:08,ATBox,TransitivePairsFirstVsRestModelSizeDescending
knowledgegraph,ATBox_TransitivePairsFirstVsRestModelSizeDescending,CLASSES,0.9199999999999999,0.5823443223443224,0.1933333333333333,0.7132276783537329,0.9230769230769231,0.4897959183673469,0.2857142857142857,0.64,24,6,2,25,70,-,-,ATBox,TransitivePairsFirstVsRestModelSizeDescending
knowledgegraph,ATBox_TransitivePairsFirstVsRestModelSizeDescending,PROPERTIES,0.9311640211640212,0.8114225052444105,0.8114225052444105,0.8671792549706396,0.959731543624161,0.7900552486187845,0.7900552486187845,0.8666666666666666,143,143,6,38,331,-,-,ATBox,TransitivePairsFirstVsRestModelSizeDescending
knowledgegraph,ATBox_TransitivePairsFirstVsRestModelSizeDescending,INSTANCES,0.8060245733182922,0.39859573897115375,0.19541764207749762,0.5334095019867421,0.8576449912126538,0.22579152620794501,0.10713309647444658,0.35747174550020927,3416,392,567,11713,8054,-,-,ATBox,TransitivePairsFirstVsRestModelSizeDescending
knowledgegraph,Paris_TransitivePairsWindowModelSizeDescending,ALL,0.3776855470048335,0.22286098820939246,0.14052164939957987,0.28031590993319666,0.895795614564474,0.5798554593398008,0.36752136752136755,0.7040037943164302,8906,1419,1036,6453,27896,3009276016695,00:50:09,Paris,TransitivePairsWindowModelSizeDescending
knowledgegraph,Paris_TransitivePairsWindowModelSizeDescending,CLASSES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,49,13,-,-,Paris,TransitivePairsWindowModelSizeDescending
knowledgegraph,Paris_TransitivePairsWindowModelSizeDescending,PROPERTIES,0.29659090909090907,0.08587206626783248,0.08587206626783248,0.13318347573906728,0.65625,0.11602209944751381,0.11602209944751381,0.19718309859154928,21,21,11,160,68,-,-,Paris,TransitivePairsWindowModelSizeDescending
knowledgegraph,Paris_TransitivePairsWindowModelSizeDescending,INSTANCES,0.37903454497518074,0.223791168534533,0.1397289569426125,0.2814232433487059,0.8974747474747474,0.5872827020953136,0.38207160426346,0.7099764273442806,8885,1398,1015,6244,27815,-,-,Paris,TransitivePairsWindowModelSizeDescending
knowledgegraph,ATBox_IncrementalMergeTextAverage,ALL,0.8153777689984322,0.8063800478983989,0.5134659892807563,0.8108539481910483,0.8729380589599205,0.857933459209584,0.5470085470085471,0.8653707230577264,13177,2112,1918,2182,26547,3653692798490,01:00:53,ATBox,IncrementalMergeTextAverage
knowledgegraph,ATBox_IncrementalMergeTextAverage,CLASSES,0.9714285714285715,0.7328937728937729,0.20666666666666664,0.8354686578895658,0.9714285714285714,0.6938775510204082,0.2857142857142857,0.8095238095238094,34,6,1,15,125,-,-,ATBox,IncrementalMergeTextAverage
knowledgegraph,ATBox_IncrementalMergeTextAverage,PROPERTIES,0.2639801166075971,0.953396316063136,0.9533963160631362,0.4134755100120655,0.25744047619047616,0.9558011049723757,0.9558011049723757,0.40562719812426723,173,173,499,8,1171,-,-,ATBox,IncrementalMergeTextAverage
knowledgegraph,ATBox_IncrementalMergeTextAverage,INSTANCES,0.8670444540043378,0.8047589759867693,0.4763570205860173,0.8347414467779265,0.9014456491520711,0.8572939387930465,0.5282864170538398,0.8788155977911033,12970,1933,1418,2159,25251,-,-,ATBox,IncrementalMergeTextAverage
knowledgegraph,ALOD2Vec_TransitivePairsWindowModelSizeDescending,ALL,0.8918508469733484,0.21310119206670267,0.13476822012971126,0.344004937627578,0.908357771260997,0.564685200859431,0.32634032634032634,0.6964307222869073,8673,1260,875,6686,14205,1402114071335,00:23:22,ALOD2Vec,TransitivePairsWindowModelSizeDescending
knowledgegraph,ALOD2Vec_TransitivePairsWindowModelSizeDescending,CLASSES,0.8,0.18586080586080586,0.0,0.30164226796462806,1.0,0.14285714285714285,0.0,0.25,7,0,0,42,29,-,-,ALOD2Vec,TransitivePairsWindowModelSizeDescending
knowledgegraph,ALOD2Vec_TransitivePairsWindowModelSizeDescending,PROPERTIES,0.9103940886699509,0.4312091130222746,0.4312091130222745,0.5852255375969956,0.8602150537634409,0.4419889502762431,0.4419889502762431,0.5839416058394161,80,80,13,101,175,-,-,ALOD2Vec,TransitivePairsWindowModelSizeDescending
knowledgegraph,ALOD2Vec_TransitivePairsWindowModelSizeDescending,INSTANCES,0.6879100727980696,0.20941764089137696,0.11623040398317648,0.3210878308850374,0.9087637595258256,0.5675193337299227,0.32249248428532384,0.6987020384912723,8586,1180,862,6543,14001,-,-,ALOD2Vec,TransitivePairsWindowModelSizeDescending
knowledgegraph,ATBox_IncrementalMergeInstancesAscending,ALL,0.8491257014294824,0.809395311378994,0.5085017834824764,0.828784629438745,0.8869267441079702,0.8600169281854287,0.5464905464905465,0.8732645775485918,13209,2110,1684,2150,26449,2370503944515,00:39:30,ATBox,IncrementalMergeInstancesAscending
knowledgegraph,ATBox_IncrementalMergeInstancesAscending,CLASSES,0.8308658008658009,0.7757509157509157,0.26666666666666666,0.8023630019798048,0.8809523809523809,0.7551020408163265,0.42857142857142855,0.8131868131868131,37,9,5,12,133,-,-,ATBox,IncrementalMergeInstancesAscending
knowledgegraph,ATBox_IncrementalMergeInstancesAscending,PROPERTIES,0.7319750320102432,0.9715781342449542,0.9715781342449542,0.8349266110405235,0.7016129032258065,0.9613259668508287,0.9613259668508287,0.8111888111888113,174,174,74,7,564,-,-,ATBox,IncrementalMergeInstancesAscending
