Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5,0.3684210526315789,0.3684210526315789,0.4242424242424242,7,7,12,0
CLASSES,0.5,0.3684210526315789,0.3684210526315789,0.4242424242424242,7,7,12,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
