Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5555555555555556,0.45454545454545453,0.45454545454545453,0.5,5,4,6,0
CLASSES,0.625,0.625,0.625,0.625,5,3,3,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
