Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.75,0.5217391304347826,0.5217391304347826,0.6153846153846153,12,4,11,0
CLASSES,0.7333333333333333,0.5789473684210527,0.5789473684210527,0.6470588235294117,11,4,8,-
PROPERTIES,1.0,0.25,0.25,0.4,1,0,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
